Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
DRV_RM_link,3.39103454103859E-06,0.000210590220343906,0.00746718155160908,0,0,0,0.0569725827075566,5.23056979379094E-05,-3.1146693443612E-09,-1.01396710611305E-09,5.21106887339111E-05,-6.30040343072411E-08,8.04986816285489E-05,0,0,0,0,0,0,package://exomy_model/meshes/DRV_RM_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_model/meshes/DRV_RM_link.STL,,A05_Bogie-3/A04_Wheel_Assembly-1/P30_Wheel-1,Origin_DRV_RM_joint,Axis_DRV_RM_joint,DRV_RM_joint,continuous,0,0.00238620000000078,-0.05724350028868,-1.57079634175582,0.0158932907163779,0,STR_RM_link,0,0,-1,,,,,,,,,,,,
LFB_link,-1.60029202162099E-05,-0.00628258071143433,0.0263258310443698,0,0,0,0.0924731806442644,2.29318170765755E-05,4.3481647864576E-09,1.98434748239914E-09,0.000122753677991828,-4.18265325949263E-07,0.000113483417193971,0,0,0,0,0,0,package://exomy_model/meshes/LFB_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://exomy_model/meshes/LFB_link.STL,,A05_Bogie-2/P19_Bogie-2;A05_Bogie-2/P17_Bogie_Cable_Cover-1;A05_Bogie-2/Parallax-Servo-ASM-2/Parallax-Servo-1;A05_Bogie-2/Parallax-Servo-ASM-3/Parallax-Servo-1,Origin_LFB_joint,Axis_LFB_joint,LFB_joint,continuous,0.055,0.0619999999999967,0.017,-1.5707963267949,0,0,base_link,0,0,1,,,,,,,,,,,,
STR_LF_link,0.000225486285520132,0.0124570291004614,-0.0337605009553564,0,0,0,0.0711741624806841,4.10598360484866E-05,8.98028473592791E-09,-1.40355471130126E-07,3.3687947847999E-05,4.73850731914466E-06,1.59152321238694E-05,0,0,0,0,0,0,package://exomy_model/meshes/STR_LF_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://exomy_model/meshes/STR_LF_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-1/P29_Wheel_Bracket_Fixing_Plate-1;A05_Bogie-2/A04_Wheel_Assembly-1/P28_Wheel_Bracket_Split-1;A05_Bogie-2/A04_Wheel_Assembly-1/Parallax-Servo-ASM-1/Parallax-Servo-1,Origin_STR_LF_joint,Axis_STR_LF_joint,STR_LF_joint,continuous,0.0800000000000001,0.0154182000000003,0.041775499700002,1.5707963267949,0,0,LFB_link,0,0,1,,,,,,,,,,,,
DRV_LF_link,-4.38837841065798E-08,0.00021061762783816,-0.00746718154845798,0,0,0,0.0569725827075566,5.23057476713962E-05,1.42808035655077E-11,-1.21312268807397E-11,5.21106389985386E-05,6.30117671071828E-08,8.04986816304343E-05,0,0,0,0,0,0,package://exomy_model/meshes/DRV_LF_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_model/meshes/DRV_LF_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-1/P30_Wheel-1,Origin_DRV_LF_joint,Axis_DRV_LF_joint,DRV_LF_joint,continuous,0,-0.00238620000000062,-0.05724350028868,-1.5707963267949,0,0,STR_LF_link,0,0,1,,,,,,,,,,,,
STR_LM_link,-0.000225533347029273,0.0124555119206989,-0.0337608863888989,0,0,0,0.0711731050167323,4.10633342810777E-05,-8.07921081316806E-09,1.40511475060324E-07,3.3687265159018E-05,4.74135535852496E-06,1.59192004795905E-05,0,0,0,0,0,0,package://exomy_model/meshes/STR_LM_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://exomy_model/meshes/STR_LM_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-2/P29_Wheel_Bracket_Fixing_Plate-1;A05_Bogie-2/A04_Wheel_Assembly-2/P28_Wheel_Bracket_Split-1;A05_Bogie-2/A04_Wheel_Assembly-2/Parallax-Servo-ASM-1/Parallax-Servo-1,Origin_STR_LM_joint,Axis_STR_LM_joint,STR_LM_joint,continuous,-0.0799999999649664,0.0154182000000003,0.0417754997113218,1.5707963267949,0,0,LFB_link,0,0,1,,,,,,,,,,,,
DRV_LM_link,-4.37738164535406E-08,0.000210617737805917,-0.00746718154535671,0,0,0,0.0569725827075566,5.23057476713966E-05,1.42798757667414E-11,-1.25464185675061E-11,5.21106389966827E-05,6.30113490421523E-08,8.04986816322899E-05,0,0,0,0,0,0,package://exomy_model/meshes/DRV_LM_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_model/meshes/DRV_LM_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-2/P30_Wheel-1,Origin_DRV_LM_joint,Axis_DRV_LM_joint,DRV_LM_joint,continuous,0,-0.00238620000000191,-0.05724350028868,-1.5707963415217,0,0,STR_LM_link,0,0,1,,,,,,,,,,,,
head_link,4.0509917286166E-05,0.0108850586865648,0.0292442059611973,0,0,0,0.078891512690109,6.70251107353366E-05,2.39510957059524E-09,-1.02874991606426E-08,0.000206696832834382,-5.1503022725599E-07,0.000246607733219875,0,0,0,0,0,0,package://exomy_model/meshes/head_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_model/meshes/head_link.STL,,A08_Top_Assembly-1/A06_Head-1/P20_Head-1;A08_Top_Assembly-1/A06_Head-1/P25_Mouth-1,Origin_head_joint,Axis_head_joint,head_joint,fixed,0.0279999999999999,0,0.270280720578923,1.5707963267949,0,1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
eyewhite_link,0.0519999879024582,-3.12462373082689E-05,0.000860409568077425,0,0,0,0.00447909534854348,4.71996017145732E-07,3.02527120032438E-13,-2.59196121286635E-14,4.71644858227357E-07,1.94300295539208E-11,9.38560485421757E-07,0,0,0,0,0,0,package://exomy_model/meshes/eyewhite_link.STL,1,1,1,1,0,0,0,0,0,0,package://exomy_model/meshes/eyewhite_link.STL,,A08_Top_Assembly-1/A06_Head-1/P22_Eye_White-2;A08_Top_Assembly-1/A06_Head-1/P22_Eye_White-1,Origin_eyewhite_joint2,Axis_eyewhite_joint,eyewhite_joint,fixed,-0.0520000000000005,0.0230000000000001,0.039,0,0,0,head_link,0,0,0,,,,,,,,,,,,
pupil_left_link,0,0.00044940185687814,0.000632252497896557,0,0,0,0.000901852963073431,2.89326801666712E-08,-2.68833699079734E-24,4.65289094561078E-25,2.7290995437859E-08,1.23645011521457E-09,5.34701372980572E-08,0,0,0,0,0,0,package://exomy_model/meshes/pupil_left_link.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://exomy_model/meshes/pupil_left_link.STL,,A08_Top_Assembly-1/A06_Head-1/P23_Eye_Pupil-1,Origin_pupils_left_joint,,pupils_left_joint,fixed,0.10461,-0.0044591,0.002,0,0,0.13494,eyewhite_link,0,0,0,,,,,,,,,,,,
pupil_right_link,0,0.000449401856878195,0.000632252497896571,0,0,0,0.000901852963073431,2.89326801666712E-08,-6.20385459414771E-25,-2.32644547280539E-24,2.7290995437859E-08,1.23645011521456E-09,5.34701372980573E-08,0,0,0,0,0,0,package://exomy_model/meshes/pupil_right_link.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://exomy_model/meshes/pupil_right_link.STL,,A08_Top_Assembly-1/A06_Head-1/P23_Eye_Pupil-2,Origin_pupil_right_link,,pupil_right_link,fixed,-0.00026502,-0.0044922,0.002,0,0,-0.058928,eyewhite_link,0,0,0,,,,,,,,,,,,
cam_link,-0.00249086473821708,0.000136649009533494,0.000569820673845034,0,0,0,0.00115745344893818,3.97290092554314E-08,1.65336506579141E-13,-3.60412180475581E-11,2.88827920072803E-08,-2.52492241388442E-13,6.76913771029684E-08,0,0,0,0,0,0,package://exomy_model/meshes/cam_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://exomy_model/meshes/cam_link.STL,,A08_Top_Assembly-1/A06_Head-1/Raspberry Pi Camera V2-1,Origin_cam_joint,Axis_cam_joint,cam_joint,fixed,9.42151964158384E-05,0.00215468910946459,0.035,0,0,1.5707963267949,head_link,0,0,0,,,,,,,,,,,,
hat_link,3.19558159002607E-08,0.0294025205083059,0.0152014899719377,0,0,0,0.0446228233973554,4.85170602784381E-05,-7.36561851682008E-11,-4.45696698592091E-11,0.000137144944737089,-1.51319761954045E-05,0.000157930625148711,0,0,0,0,0,0,package://exomy_model/meshes/hat_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://exomy_model/meshes/hat_link.STL,,A08_Top_Assembly-1/A06_Head-1/P26_Hat-1,Origin_hat_joint2,Axis_hat_joint,hat_joint,fixed,0,-0.001,-0.001,0,0,0,head_link,0,0,0,,,,,,,,,,,,
bling_link,-0.00941858500730606,0.0608951077495947,0.00842851931350634,0,0,0,0.0285646759081801,3.23857140916041E-05,-1.7111174167912E-07,-1.7776962041517E-07,1.15196931600263E-05,2.33120957978008E-07,3.43023707157396E-05,0,0,0,0,0,0,package://exomy_model/meshes/bling_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_model/meshes/bling_link.STL,,P02_Drill-1;P13_Port_Cover-1,Origin_bling_joint2,,bling_joint,fixed,0.08,0.0225,0,1.5708,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
